match_url,home_prob_softmax,away_prob_softmax
https://www.premierleague.com/match/12313,0.4997387500237742,0.5002612499762258
https://www.premierleague.com/match/12284,0.4996900000397213,0.5003099999602787
https://www.premierleague.com/match/12346,0.4986600032081294,0.5013399967918706
https://www.premierleague.com/match/12141,0.49992125000065124,0.5000787499993488
https://www.premierleague.com/match/12232,0.4997062500337965,0.5002937499662035
https://www.premierleague.com/match/12426,0.5012424974424339,0.4987575025575661
https://www.premierleague.com/match/12273,0.5006662496056788,0.49933375039432115
https://www.premierleague.com/match/12137,0.5004624998680912,0.4995375001319088
https://www.premierleague.com/match/12494,0.4989787514201501,0.50102124857985
https://www.premierleague.com/match/12194,0.4991600007902711,0.5008399992097289
https://www.premierleague.com/match/12375,0.5064196472108812,0.4935803527891188
https://www.premierleague.com/match/12291,0.5003424999464302,0.4996575000535698
https://www.premierleague.com/match/12367,0.4998175000081045,0.5001824999918956
https://www.premierleague.com/match/12343,0.4991150009242043,0.5008849990757958
https://www.premierleague.com/match/12386,0.49679004410082095,0.503209955899179
https://www.premierleague.com/match/12485,0.4924030846699261,0.5075969153300739
https://www.premierleague.com/match/12224,0.49962625006961175,0.5003737499303882
https://www.premierleague.com/match/12354,0.499431250245303,0.500568749754697
https://www.premierleague.com/match/12329,0.49662005148502164,0.5033799485149784
https://www.premierleague.com/match/12145,0.49969125003924275,0.5003087499607572
https://www.premierleague.com/match/12319,0.5011237481078875,0.4988762518921125
https://www.premierleague.com/match/12196,0.4961100784832585,0.5038899215167415
https://www.premierleague.com/match/12136,0.4997287500266102,0.5002712499733898
https://www.premierleague.com/match/12418,0.49681129323078144,0.5031887067692186
https://www.premierleague.com/match/12266,0.49960875007985495,0.500391249920145
https://www.premierleague.com/match/12388,0.4942340056207095,0.5057659943792905
https://www.premierleague.com/match/12445,0.49954125012872613,0.5004587498712738
https://www.premierleague.com/match/12397,0.4980825094003126,0.5019174905996874
https://www.premierleague.com/match/12395,0.4978425133902263,0.5021574866097738
https://www.premierleague.com/match/12353,0.5001549999950349,0.4998450000049651
https://www.premierleague.com/match/12399,0.5000387499999224,0.49996125000007763
https://www.premierleague.com/match/12410,0.4997112500320999,0.5002887499679001
https://www.premierleague.com/match/12228,0.498111258983792,0.5018887410162081
https://www.premierleague.com/match/12220,0.5000387499999224,0.49996125000007763
https://www.premierleague.com/match/12259,0.49999625000000014,0.5000037499999999
https://www.premierleague.com/match/12327,0.5000424999998977,0.4999575000001023
https://www.premierleague.com/match/12138,0.4968887901547327,0.5031112098452672
https://www.premierleague.com/match/12275,0.4945052212181957,0.5054947787818043
https://www.premierleague.com/match/12271,0.49868875300603505,0.5013112469939649
https://www.premierleague.com/match/12157,0.5040624106062016,0.4959375893937984
https://www.premierleague.com/match/12441,0.5005674997563109,0.4994325002436891
https://www.premierleague.com/match/12142,0.49174949894627923,0.5082505010537208
https://www.premierleague.com/match/12420,0.5025012291356099,0.4974987708643901
